customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01000,Female,0,Yes,No,26,Yes,Yes,No,No,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,108.29,4436.31,No
CUST-01001,Male,0,No,Yes,48,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),60.84,3247.59,No
CUST-01002,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,40.26,848.74,Yes
CUST-01003,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),25.5,5936.61,No
CUST-01004,Male,0,Yes,Yes,61,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),45.9,5200.46,No
CUST-01005,Male,0,Yes,No,49,Yes,Yes,No,No,No internet service,No,No internet service,No,Yes,Two year,No,Electronic check,104.97,3662.77,No
CUST-01006,Female,0,Yes,No,30,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),118.46,8052.33,No
CUST-01007,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,60.77,6570.66,Yes
CUST-01008,Female,0,No,No,70,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,65.28,3180.39,No
CUST-01009,Female,0,Yes,No,58,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.72,476.31,No
CUST-01010,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,73.62,6954.98,No
CUST-01011,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,66.29,3832.93,No
CUST-01012,Female,0,Yes,No,63,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),86.99,4111.18,No
CUST-01013,Male,0,No,Yes,15,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.85,5108.8,No
CUST-01014,Male,0,No,No,1,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,58.75,5742.39,Yes
CUST-01015,Female,0,Yes,Yes,13,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),58.71,5293.27,No
CUST-01016,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.28,2457.08,No
CUST-01017,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,98.47,1560.5,No
CUST-01018,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,72.55,261.82,No
CUST-01019,Male,0,No,No,19,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.53,132.04,No
CUST-01020,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,42.49,7721.62,No
CUST-01021,Male,0,No,No,66,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,60.86,8637.47,No
CUST-01022,Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),52.89,3118.14,No
CUST-01023,Female,0,No,Yes,44,Yes,Yes,No,No,No,No,No internet service,No,No,Month-to-month,No,Mailed check,109.48,1864.85,No
CUST-01024,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.05,3479.6,No
CUST-01025,Female,0,Yes,No,40,Yes,No,No,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.84,913.55,No
CUST-01026,Female,1,Yes,No,24,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.63,5475.93,No
CUST-01027,Male,0,No,Yes,11,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,No,Mailed check,79.05,1968.75,No
CUST-01028,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.08,2769.59,No
CUST-01029,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,22.81,7432.12,Yes
CUST-01030,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),106.95,4950.6,No
CUST-01031,Female,0,No,No,28,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),111.81,1187.14,No
CUST-01032,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,96.82,846.6,No
CUST-01033,Female,0,Yes,No,59,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),35.81,5687.97,No
CUST-01034,Male,0,Yes,No,71,Yes,No,No,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,97.53,1428.41,No
CUST-01035,Female,1,No,Yes,22,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.06,1724.3,No
CUST-01036,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,33.53,5233.88,No
CUST-01037,Male,0,Yes,No,69,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),26.4,7909.85,No
CUST-01038,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,22.99,4710.76,No
CUST-01039,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,102.9,4077.23,No
CUST-01040,Male,0,No,No,17,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,No,Mailed check,102.98,7460.08,No
CUST-01041,Female,0,No,No,39,No,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),21.58,2562.36,No
CUST-01042,Male,0,Yes,No,40,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.17,318.47,Yes
CUST-01043,Male,0,No,No,28,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),43.79,4851.72,No
CUST-01044,Female,0,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.64,1161.81,No
CUST-01045,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.73,543.8,No
CUST-01046,Male,1,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.27,859.75,No
CUST-01047,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,37.26,974.95,Yes
CUST-01048,Male,0,Yes,No,61,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,18.82,5700.75,Yes
CUST-01049,Male,0,No,Yes,52,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,50.66,5065.79,No
CUST-01050,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),59.0,2793.8,No
CUST-01051,Male,1,Yes,Yes,19,No,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,66.01,2125.32,Yes
CUST-01052,Male,0,Yes,Yes,12,Yes,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),59.27,24.77,No
CUST-01053,Male,0,Yes,No,71,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,56.48,1395.74,No
CUST-01054,Male,0,No,No,2,Yes,No,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,115.06,5006.2,No
CUST-01055,Male,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,110.7,4841.02,No
CUST-01056,Female,0,No,No,3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.57,6400.65,No
CUST-01057,Male,0,No,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,112.86,304.62,No
CUST-01058,Female,0,Yes,No,51,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),27.01,6909.23,Yes
CUST-01059,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,19.53,5060.51,No
CUST-01060,Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,51.5,2383.7,No
CUST-01061,Male,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.87,3793.57,No
CUST-01062,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,89.04,6946.18,No
CUST-01063,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),81.19,4227.92,No
CUST-01064,Female,0,No,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,116.19,6154.84,Yes
CUST-01065,Male,0,No,No,13,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),94.02,3549.7,No
CUST-01066,Male,0,Yes,No,65,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,Two year,No,Mailed check,57.92,4753.55,No
CUST-01067,Male,1,No,Yes,48,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),45.27,7236.1,No
CUST-01068,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,23.73,4322.8,Yes
CUST-01069,Male,0,Yes,No,47,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Two year,No,Electronic check,44.8,4898.8,No
CUST-01070,Male,0,No,Yes,10,Yes,Yes,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,36.57,3677.28,No
CUST-01071,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,102.58,1671.11,Yes
CUST-01072,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,Yes,Electronic check,51.0,8454.81,No
CUST-01073,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),86.96,197.07,Yes
CUST-01074,Male,0,No,No,58,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.36,1095.16,No
CUST-01075,Male,0,No,No,68,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,24.21,6195.2,No
CUST-01076,Female,0,Yes,No,29,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,20.52,6437.6,Yes
CUST-01077,Male,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),62.98,1374.3,No
CUST-01078,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),111.29,5511.47,No
CUST-01079,Male,1,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.5,7687.25,No
CUST-01080,Male,0,Yes,Yes,43,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),104.37,6954.77,No
CUST-01081,Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,22.67,57.61,No
CUST-01082,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.27,368.61,No
CUST-01083,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),24.17,4061.08,Yes
CUST-01084,Female,0,Yes,Yes,30,Yes,No phone service,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.52,3070.17,No
CUST-01085,Male,0,Yes,Yes,67,Yes,Yes,No,No,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),46.81,827.06,No
CUST-01086,Male,0,No,No,56,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,110.86,1689.48,No
CUST-01087,Female,0,No,No,24,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,100.48,8190.76,Yes
CUST-01088,Female,0,No,No,8,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,99.29,3207.1,No
CUST-01089,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,20.75,1936.55,Yes
CUST-01090,Female,1,No,No,34,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,69.29,1422.42,No
CUST-01091,Male,0,No,Yes,35,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),28.02,5134.0,No
CUST-01092,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,4043.97,No
CUST-01093,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,63.69,2975.09,No
CUST-01094,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,28.02,3209.04,No
CUST-01095,Female,0,No,Yes,54,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,117.11,1770.78,No
CUST-01096,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,47.2,6487.13,No
CUST-01097,Female,1,Yes,No,49,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),38.32,6506.8,No
CUST-01098,Female,1,No,Yes,2,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,74.99,300.19,No
CUST-01099,Male,0,Yes,No,72,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),66.94,1884.12,No
CUST-01100,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,45.84,551.45,No
CUST-01101,Female,1,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.35,778.99,Yes
CUST-01102,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,47.34,8315.33,Yes
CUST-01103,Male,1,No,No,69,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,52.93,3962.27,No
CUST-01104,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,88.6,1747.04,Yes
CUST-01105,Female,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),75.68,8385.82,No
CUST-01106,Male,0,No,Yes,27,Yes,No,No,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),47.27,4144.57,No
CUST-01107,Female,0,No,Yes,9,Yes,No,No,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,110.99,5956.86,No
CUST-01108,Female,0,Yes,Yes,36,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Mailed check,90.49,8315.38,No
CUST-01109,Male,0,Yes,No,3,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.62,8076.33,Yes
CUST-01110,Male,0,No,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,104.95,8376.83,No
CUST-01111,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,49.68,7293.38,No
CUST-01112,Female,0,Yes,Yes,19,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,116.3,6092.17,No
CUST-01113,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,109.51,1832.12,No
CUST-01114,Male,0,No,No,50,No,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,58.55,1602.76,No
CUST-01115,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),84.89,3074.53,No
CUST-01116,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,72.07,7821.82,No
CUST-01117,Male,1,No,Yes,66,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),100.34,2160.09,Yes
CUST-01118,Male,1,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,104.92,1839.63,No
CUST-01119,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,81.59,5010.3,No
CUST-01120,Female,0,Yes,No,18,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),74.09,2024.93,No
CUST-01121,Male,0,No,No,27,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,52.36,5039.84,No
CUST-01122,Male,1,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Two year,No,Mailed check,108.7,5664.29,No
CUST-01123,Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.17,3086.77,No
CUST-01124,Female,0,Yes,No,19,Yes,Yes,No,No,No,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),25.04,3956.08,No
CUST-01125,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),85.44,4068.63,No
CUST-01126,Female,0,No,No,57,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,39.65,1062.81,Yes
CUST-01127,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,32.46,993.49,Yes
CUST-01128,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),117.34,1305.78,No
CUST-01129,Female,1,No,No,5,Yes,No,No,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,108.35,6579.33,No
CUST-01130,Female,1,Yes,No,36,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Mailed check,91.39,6673.19,No
CUST-01131,Female,0,No,Yes,68,Yes,No,DSL,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,77.25,3740.05,No
CUST-01132,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),56.95,252.81,No
CUST-01133,Male,0,No,No,20,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,50.05,137.42,No
CUST-01134,Male,0,Yes,No,5,Yes,No,No,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,52.07,8330.88,No
CUST-01135,Male,0,Yes,No,24,Yes,No,No,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,63.74,2002.14,No
CUST-01136,Male,0,No,No,30,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.62,1474.52,Yes
CUST-01137,Female,0,No,No,28,Yes,No,DSL,No internet service,No,Yes,No,No,No internet service,One year,Yes,Electronic check,40.84,753.71,No
CUST-01138,Female,0,No,Yes,53,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.94,6079.66,Yes
CUST-01139,Male,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,94.51,6322.64,No
CUST-01140,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.69,8323.83,No
CUST-01141,Male,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,62.74,7321.65,No
CUST-01142,Female,1,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),99.09,234.75,No
CUST-01143,Male,1,No,No,34,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.43,7068.83,No
CUST-01144,Female,1,No,Yes,54,Yes,Yes,No,No,No internet service,No,No,No,Yes,Two year,No,Credit card (automatic),32.25,8401.92,No
CUST-01145,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,114.13,4574.87,No
CUST-01146,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.96,1437.18,Yes
CUST-01147,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.43,2031.67,Yes
CUST-01148,Male,1,No,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,65.05,7277.69,No
CUST-01149,Male,0,No,No,42,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),107.66,8394.7,No
CUST-01150,Male,0,Yes,No,37,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),92.6,8303.23,Yes
CUST-01151,Male,0,No,No,61,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.51,4315.7,No
CUST-01152,Female,0,No,No,21,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,83.64,5363.92,No
CUST-01153,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,110.88,5816.16,Yes
CUST-01154,Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),49.51,3695.68,Yes
CUST-01155,Male,0,Yes,No,70,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,One year,No,Bank transfer (automatic),45.03,8153.58,No
CUST-01156,Female,0,No,No,17,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.35,7116.25,Yes
CUST-01157,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),53.49,1184.33,Yes
CUST-01158,Female,0,No,Yes,13,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,23.93,1166.44,No
CUST-01159,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Mailed check,114.93,4878.18,No
CUST-01160,Female,0,Yes,No,66,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.06,4663.07,Yes
CUST-01161,Male,1,No,Yes,23,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),19.3,181.86,Yes
CUST-01162,Female,0,Yes,No,65,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),105.5,3965.85,No
CUST-01163,Female,1,No,Yes,52,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.3,8235.78,No
CUST-01164,Male,0,Yes,Yes,61,Yes,No,DSL,No,No internet service,No,No,No internet service,No internet service,One year,No,Credit card (automatic),69.01,3878.84,No
CUST-01165,Female,1,No,No,26,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),35.07,5842.35,Yes
CUST-01166,Male,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,38.02,6119.82,No
CUST-01167,Female,0,No,No,22,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),46.48,282.43,No
CUST-01168,Male,0,Yes,No,65,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,74.14,2434.99,No
CUST-01169,Male,0,Yes,No,26,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Two year,No,Electronic check,66.77,8148.09,No
CUST-01170,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.01,4440.41,Yes
CUST-01171,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),99.26,8501.55,No
CUST-01172,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.59,7774.88,No
CUST-01173,Male,0,No,No,32,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,38.04,2450.14,No
CUST-01174,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,No,Mailed check,59.81,2331.28,Yes
